country,indicator,year,value,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,TYPE_OF_TRANSFORMATION,2024,Country,Manual Sovereign Default Label,Year of Default,Default Type
Sri Lanka,"Grants receivable, International Organizations, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments, Transactions",2020.0,0.034183384072915,,,,,,,,,,,,
Sri Lanka,"Sales taxes, Transactions",2020.0,1.543632357216773e-05,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Financial corporations",2020.0,0.0466373642302729,,,,,,,,,,,,
Sri Lanka,"Current grants receivable, Other general government, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other social contributions: employee contributions, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Motor vehicles taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other taxes, Transactions",2020.0,0.2899888339094357,,,,,,,,,,,,
Sri Lanka,"Current grants receivable, International Organizations, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Capital grants receivable, International Organizations, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments: current grants, Transactio",2020.0,0.034183384072915,,,,,,,,,,,,
South Africa,"Exchange taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
South Africa,"Other taxes on international trade and transactions, Transactions",2020.0,0.0049233403051091,,,,,,,,,,,,
South Africa,"Taxes on immovable property, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable, Transactions",2020.0,0.034183384072915,,,,,,,,,,,,
Sri Lanka,"Grants receivable from foreign governments: capital grants, Transactio",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on financial and capital transactions, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Other taxes on international trade and transactions, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Exchange taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
South Africa,"Tax, property, estate, inheritance, and gift taxes, Transactions",2020.0,0.0524121676588289,,,,,,,,,,,,
India,"Taxes on payroll and workforce, Transactions",2020.0,,,,,,,,,,,,,
Brazil,"Other social contributions, Transactions",2020.0,0.8236837357805282,,,,,,,,,,,,
India,"Taxes on exports, Transactions",2020.0,,,,,,,,,,,,,
Brazil,"Exchange taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
India,"Recurrent taxes on net wealth, Transactions",2020.0,,,,,,,,,,,,,
Sri Lanka,"Capital grants receivable, Other general government, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on international trade and transactions, Transactions",2020.0,2.311371924366045,,,,,,,,,,,,
India,"Taxes on goods and services, Transactions",2020.0,,,,,,,,,,,,,
South Africa,"Other social contributions: employee contributions, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2020.0,0.0,,,,,,,,,,,,
South Africa,"Current grants receivable, Other general government, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Grants receivable, Other general government, Transactions",2020.0,0.0,,,,,,,,,,,,
Russian Federation,"Other taxes on goods and services, Transactions",2020.0,0.0,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Other general governme",2020.0,0.0010459033512294,,,,,,,,,,,,
South Africa,"Recurrent taxes on immovable property, Transactions",2020.0,0.0,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2020.0,0.0780823512531533,,,,,,,,,,,,
South Africa,"Taxes on financial and capital transactions, Transactions",2020.0,0.233986757334715,,,,,,,,,,,,
Sri Lanka,"Taxes on payroll and workforce, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Tax, property, estate, inheritance, and gift taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
Brazil,"Revenue, Transactions",2020.0,22.20380195358217,,,,,,,,,,,,
India,"Grants receivable, Other general government, Transactions",2020.0,,,,,,,,,,,,,
Sri Lanka,"Taxes on property, Transactions",2020.0,0.0,,,,,,,,,,,,
Sri Lanka,"Recurrent taxes on net wealth, Transactions",2020.0,0.0,,,,,,,,,,,,
South Africa,"Recurrent taxes on net wealth, Transactions",2020.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on financial and capital transactions, Transactions",2020.0,0.0001727691148567,,,,,,,,,,,,
Myanmar,"Grants receivable, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on goods and services, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other social contributions: employee contributions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other taxes on goods and services, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Turnover and other general taxes on goods and services, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Sales taxes, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Motor vehicles taxes, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Exchange taxes, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other taxes on international trade and transactions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other taxes, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Grants receivable, Other general government, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Grants receivable from foreign governments: current grants, Transactio",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on payroll and workforce, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on financial and capital transactions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other social contributions: employer contributions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Current grants receivable, International Organizations, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Recurrent taxes on immovable property, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Grants receivable, International Organizations, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Interest (before FISIM allocation), receivable, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other social contributions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Social contributions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on property, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on immovable property, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Tax, property, estate, inheritance, and gift taxes, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on international trade and transactions, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Recurrent taxes on net wealth, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on exports, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"General taxes on goods and services, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Taxes, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,Other taxes on use of goods and on permission to use goods or perform ,2020.0,,,,,,,,,,,,,
Myanmar,"Taxes on income, profits, and capital gains, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Grants receivable from foreign governments: capital grants, Transactio",2020.0,,,,,,,,,,,,,
Myanmar,"Grants receivable from foreign governments, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Capital grants receivable, International Organizations, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Capital grants receivable, Other general government, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Current grants receivable, Other general government, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Other revenue, Transactions",2020.0,,,,,,,,,,,,,
Myanmar,"Revenue, Transactions",2020.0,,,,,,,,,,,,,
United Kingdom,"Taxes, Transactions",2020.0,2.478542761872435e-05,,,,,,,,,,,,
United Kingdom,"Capital grants receivable, Other general government, Transactions",2020.0,1.150471170238357e-08,,,,,,,,,,,,
United Kingdom,"Other social contributions: employee contributions, Transactions",2020.0,1.9016052400634e-09,,,,,,,,,,,,
United Kingdom,"Taxes on goods and services, Transactions",2020.0,1.11907566772491e-05,,,,,,,,,,,,
United Kingdom,"Revenue, Transactions",2020.0,3.37523045078503e-05,,,,,,,,,,,,
United Kingdom,"Turnover and other general taxes on goods and services, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Exchange taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Other taxes on international trade and transactions, Transactions",2020.0,1.2170273536405761e-08,,,,,,,,,,,,
United Kingdom,"Current grants receivable, Other general government, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Taxes on income, profits, and capital gains, Transactions",2020.0,1.199347178921086e-05,,,,,,,,,,,,
United Kingdom,"Taxes on property, Transactions",2020.0,1.279495085776658e-06,,,,,,,,,,,,
United Kingdom,"Recurrent taxes on net wealth, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Other social contributions, Transactions",2020.0,3.38961134041301e-08,,,,,,,,,,,,
United Kingdom,"Other revenue, Transactions",2020.0,2.090814961449708e-06,,,,,,,,,,,,
United Kingdom,"Recurrent taxes on immovable property, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Other taxes on income, profits, and capital gains, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Other social contributions: employer contributions, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,Other taxes on use of goods and on permission to use goods or perform ,2020.0,3.471380365735736e-07,,,,,,,,,,,,
United Kingdom,"Grants receivable from foreign governments: capital grants, Transactio",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Grants receivable, International Organizations, Transactions",2020.0,3.517969694117289e-09,,,,,,,,,,,,
United Kingdom,"Grants receivable from foreign governments, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Taxes on financial and capital transactions, Transactions",2020.0,6.269117075179012e-07,,,,,,,,,,,,
United Kingdom,"Other taxes, Transactions",2020.0,1.717624933087266e-07,,,,,,,,,,,,
United Kingdom,"Capital grants receivable, International Organizations, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"General taxes on goods and services, Transactions",2020.0,7.276444910971597e-06,,,,,,,,,,,,
United Kingdom,"Tax, property, estate, inheritance, and gift taxes, Transactions",2020.0,2.496807680203244e-07,,,,,,,,,,,,
United Kingdom,"Taxes on immovable property, Transactions",2020.0,1.029814317756334e-06,,,,,,,,,,,,
United Kingdom,"Grants receivable, Transactions",2020.0,1.502268139650086e-08,,,,,,,,,,,,
United Kingdom,"Taxes on exports, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Social contributions, Transactions",2020.0,6.861039246279747e-06,,,,,,,,,,,,
United Kingdom,"Current grants receivable, International Organizations, Transactions",2020.0,3.517969694117289e-09,,,,,,,,,,,,
United Kingdom,"Taxes on payroll and workforce, Transactions",2020.0,1.377712996425933e-07,,,,,,,,,,,,
United Kingdom,"Interest (before FISIM allocation), receivable, Other general governme",2020.0,1.460908225678707e-07,,,,,,,,,,,,
United Kingdom,"Taxes on income, profits, and capital gains, payable by corporations a",2020.0,2.507171428761589e-06,,,,,,,,,,,,
United Kingdom,"Other social contributions: imputed contributions, Transactions",2020.0,3.19945081640667e-08,,,,,,,,,,,,
United Kingdom,"Grants receivable, Other general government, Transactions",2020.0,1.150471170238357e-08,,,,,,,,,,,,
United Kingdom,"Sales taxes, Transactions",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Interest (before FISIM allocation), receivable, Transactions",2020.0,4.022370484044106e-07,,,,,,,,,,,,
United Kingdom,"Other taxes on goods and services, Transactions",2020.0,3.750916336025056e-08,,,,,,,,,,,,
United Kingdom,"Motor vehicles taxes, Transactions",2020.0,3.309268519020331e-07,,,,,,,,,,,,
United Kingdom,"Taxes on income, profits, and capital gains, payable by individuals, T",2020.0,9.486300360449273e-06,,,,,,,,,,,,
United Kingdom,"Grants receivable from foreign governments: current grants, Transactio",2020.0,0.0,,,,,,,,,,,,
United Kingdom,"Taxes on international trade and transactions, Transactions",2020.0,1.2170273536405761e-08,,,,,,,,,,,,
Bangladesh,Total Revenue (Taxes + Grants + Social Contributions),2020.0,8.21981625888118,,,,,,,,,,,,
Brazil,Total Revenue (Taxes + Grants + Social Contributions),2020.0,12.754625878052494,,,,,,,,,,,,
"China, People's Republic of",Total Revenue (Taxes + Grants + Social Contributions),2020.0,8.006685341023447,,,,,,,,,,,,
France,Total Revenue (Taxes + Grants + Social Contributions),2020.0,0.0,,,,,,,,,,,,
Germany,Total Revenue (Taxes + Grants + Social Contributions),2020.0,0.0,,,,,,,,,,,,
India,Total Revenue (Taxes + Grants + Social Contributions),2020.0,0.0,,,,,,,,,,,,
Italy,Total Revenue (Taxes + Grants + Social Contributions),2020.0,0.0,,,,,,,,,,,,
Japan,Total Revenue (Taxes + Grants + Social Contributions),2020.0,0.0,,,,,,,,,,,,
Myanmar,Total Revenue (Taxes + Grants + Social Contributions),2020.0,0.0,,,,,,,,,,,,
Russian Federation,Total Revenue (Taxes + Grants + Social Contributions),2020.0,10.799171313869454,,,,,,,,,,,,
South Africa,Total Revenue (Taxes + Grants + Social Contributions),2020.0,22.4900613073427,,,,,,,,,,,,
Sri Lanka,Total Revenue (Taxes + Grants + Social Contributions),2020.0,7.809476292860725,,,,,,,,,,,,
"Türkiye, Republic of",Total Revenue (Taxes + Grants + Social Contributions),2020.0,17.64283898039535,,,,,,,,,,,,
United Kingdom,Total Revenue (Taxes + Grants + Social Contributions),2020.0,2.611812011109178e-05,,,,,,,,,,,,
United States,Total Revenue (Taxes + Grants + Social Contributions),2020.0,10.252323145996384,,,,,,,,,,,,
"China, People's Republic of","Grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,0.7330932733119008,,,,,,,,,,,,
"China, People's Republic of","Grants receivable from foreign governments, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Other taxes on goods and services, Transactions",2021.0,0.0113352951407944,,,,,,,,,,,,
"China, People's Republic of","Other taxes on international trade and transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Taxes on property, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes, Transactions",2021.0,17.75380433073059,,,,,,,,,,,,
"Türkiye, Republic of",Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.7883193154169283,,,,,,,,,,,,
"Türkiye, Republic of","General taxes on goods and services, Transactions",2021.0,5.483966687031254,,,,,,,,,,,,
"China, People's Republic of","Other social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on exports, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Other social contributions: imputed contributions, Transactions",2021.0,0.1907628718249101,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on payroll and workforce, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Sales taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
India,"Social contributions, Transactions",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on goods and services, Transactions",2021.0,10.49588806800348,,,,,,,,,,,,
"Türkiye, Republic of","Capital grants receivable, International Organizations, Transactions",2021.0,0.001089778012247,,,,,,,,,,,,
"China, People's Republic of","Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on international trade and transactions, Transactions",2021.0,0.5078548049958572,,,,,,,,,,,,
India,"Other social contributions, Transactions",2021.0,,,,,,,,,,,,,
United States,"Other taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Taxes on exports, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Recurrent taxes on net wealth, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Capital grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Turnover and other general taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2021.0,0.0074350195883439,,,,,,,,,,,,
United States,"Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
United States,"Taxes on income, profits, and capital gains, payable by corporations a",2021.0,1.410688025404145,,,,,,,,,,,,
United States,"Grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Interest (before FISIM allocation), receivable, Transactions",2021.0,0.0576816817577675,,,,,,,,,,,,
United States,"Taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Other taxes on income, profits, and capital gains, Transactions",2021.0,-0.1058356124738645,,,,,,,,,,,,
United States,"Taxes on property, Transactions",2021.0,0.1154587979692731,,,,,,,,,,,,
United States,"Grants receivable from foreign governments, Transactions",2021.0,0.0046657313245647,,,,,,,,,,,,
United States,"Other taxes on income, profits, and capital gains, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Other social contributions: imputed contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Taxes on international trade and transactions, Transactions",2021.0,0.3762545566256742,,,,,,,,,,,,
Russian Federation,"Taxes on income, profits, and capital gains, payable by corporations a",2021.0,1.035690480095607,,,,,,,,,,,,
United States,"Motor vehicles taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Other taxes on goods and services, Transactions",2021.0,0.0059008896306876,,,,,,,,,,,,
South Africa,"Taxes on payroll and workforce, Transactions",2021.0,0.311428300054149,,,,,,,,,,,,
United States,"Other taxes on international trade and transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Exchange taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes, Transactions",2021.0,11.60649447685289,,,,,,,,,,,,
United States,"Interest (before FISIM allocation), receivable, Other general governme",2021.0,0.0,,,,,,,,,,,,
United States,"Social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Other taxes, Transactions",2021.0,8.838231484904864e-06,,,,,,,,,,,,
South Africa,"Other taxes on income, profits, and capital gains, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Taxes on financial and capital transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Other social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Taxes on property, Transactions",2021.0,0.0608204282503858,,,,,,,,,,,,
United States,"Capital grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Revenue, Transactions",2021.0,25.8973782802092,,,,,,,,,,,,
United States,"Taxes on income, profits, and capital gains, Transactions",2021.0,10.51667622066895,,,,,,,,,,,,
United States,"Current grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Taxes on payroll and workforce, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,-0.0610353535961721,,,,,,,,,,,,
United States,"Taxes on goods and services, Transactions",2021.0,0.3862874202821439,,,,,,,,,,,,
Russian Federation,"Grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Grants receivable, Transactions",2021.0,0.0046657313245647,,,,,,,,,,,,
South Africa,"Taxes on income, profits, and capital gains, Transactions",2021.0,14.7028747991971,,,,,,,,,,,,
United States,"Revenue, Transactions",2021.0,12.2971102574091,,,,,,,,,,,,
United States,"Current grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Taxes on income, profits, and capital gains, payable by corporations a",2021.0,5.75576436608381,,,,,,,,,,,,
Russian Federation,"Taxes on income, profits, and capital gains, Transactions",2021.0,0.86881951402557,,,,,,,,,,,,
Russian Federation,"Other social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Sales taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on payroll and workforce, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Other social contributions: employee contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Revenue, Transactions",2021.0,19.15914185161937,,,,,,,,,,,,
South Africa,"Grants receivable from foreign governments, Transactions",2021.0,0.0255027469440886,,,,,,,,,,,,
United States,"Other social contributions: employer contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Taxes on international trade and transactions, Transactions",2021.0,0.948782134365216,,,,,,,,,,,,
United States,"Taxes, Transactions",2021.0,11.3946765732697,,,,,,,,,,,,
South Africa,"Other taxes, Transactions",2021.0,-0.0001620098660188,,,,,,,,,,,,
South Africa,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,8.94711043311333,,,,,,,,,,,,
United States,"Recurrent taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Grants receivable from foreign governments: current grants, Transactio",2021.0,0.0046657313245647,,,,,,,,,,,,
United States,Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.0,,,,,,,,,,,,
United States,"General taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Social contributions, Transactions",2021.0,0.0006208857618145,,,,,,,,,,,,
Bangladesh,"Recurrent taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Other taxes on income, profits, and capital gains, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Taxes on income, profits, and capital gains, Transactions",2021.0,2.884004962108,,,,,,,,,,,,
Bangladesh,"Interest (before FISIM allocation), receivable, Financial corporations",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Grants receivable from foreign governments, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Grants receivable, Transactions",2021.0,0.0764950667036824,,,,,,,,,,,,
Bangladesh,"Taxes on financial and capital transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Interest (before FISIM allocation), receivable, Other general governme",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Grants receivable from foreign governments: current grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Recurrent taxes on net wealth, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Taxes on goods and services, Transactions",2021.0,4.83831563542807,,,,,,,,,,,,
Bangladesh,"Other social contributions: employee contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Other revenue, Transactions",2021.0,2.21066185254046,,,,,,,,,,,,
Bangladesh,"Other social contributions: employer contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Grants receivable, Other general government, Transactions",2021.0,0.2058424112834343,,,,,,,,,,,,
Russian Federation,"Taxes on international trade and transactions, Transactions",2021.0,2.550801252339102,,,,,,,,,,,,
Bangladesh,"Turnover and other general taxes on goods and services, Transactions",2021.0,8.37612585019365e-05,,,,,,,,,,,,
Bangladesh,"Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Taxes on goods and services, Transactions",2021.0,9.13313516393488,,,,,,,,,,,,
Bangladesh,"Grants receivable, International Organizations, Transactions",2021.0,0.0764950667036824,,,,,,,,,,,,
Bangladesh,"Grants receivable from foreign governments, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Current grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.0048810097383048,,,,,,,,,,,,
Bangladesh,"General taxes on goods and services, Transactions",2021.0,4.68642223700055,,,,,,,,,,,,
Bangladesh,"Other taxes on international trade and transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Interest (before FISIM allocation), receivable, Transactions",2021.0,0.26654744054191,,,,,,,,,,,,
Bangladesh,"Grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Current grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Capital grants receivable, International Organizations, Transactions",2021.0,0.0764950667036824,,,,,,,,,,,,
United States,"Interest (before FISIM allocation), receivable, Financial corporations",2021.0,0.0502466621694236,,,,,,,,,,,,
Bangladesh,"Taxes on payroll and workforce, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Taxes on exports, Transactions",2021.0,1.94479688423598e-05,,,,,,,,,,,,
Bangladesh,"Sales taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on goods and services, Transactions",2021.0,8.186849405351634,,,,,,,,,,,,
Bangladesh,"Taxes on income, profits, and capital gains, payable by corporations a",2021.0,1.93308891075316,,,,,,,,,,,,
South Africa,"Interest (before FISIM allocation), receivable, Transactions",2021.0,0.0887169126602205,,,,,,,,,,,,
South Africa,"Taxes, Transactions",2021.0,25.1568788159358,,,,,,,,,,,,
Bangladesh,"Capital grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Taxes on property, Transactions",2021.0,0.0302795654307297,,,,,,,,,,,,
Bangladesh,"Exchange taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Bangladesh,"Taxes on international trade and transactions, Transactions",2021.0,1.04319292437719,,,,,,,,,,,,
Bangladesh,"Other social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Transactions",2021.0,0.4325496775448577,,,,,,,,,,,,
Bangladesh,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2021.0,0.26654744054191,,,,,,,,,,,,
Bangladesh,"Other taxes, Transactions",2021.0,0.112787324318502,,,,,,,,,,,,
Bangladesh,"Motor vehicles taxes, Transactions",2021.0,0.0496689364396215,,,,,,,,,,,,
Russian Federation,"Taxes on property, Transactions",2021.0,1.546690509858351e-05,,,,,,,,,,,,
Bangladesh,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,0.950916051354839,,,,,,,,,,,,
Bangladesh,"Other taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,0.1154587979692731,,,,,,,,,,,,
Bangladesh,"Revenue, Transactions",2021.0,11.1957373309066,,,,,,,,,,,,
United States,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,9.105987350712116,,,,,,,,,,,,
Bangladesh,"Taxes on immovable property, Transactions",2021.0,0.0302795654307297,,,,,,,,,,,,
Bangladesh,"Taxes, Transactions",2021.0,8.90858041166249,,,,,,,,,,,,
United States,"Other social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
United States,"Other revenue, Transactions",2021.0,0.8977683750911853,,,,,,,,,,,,
Russian Federation,"Other revenue, Transactions",2021.0,7.346184077721228,,,,,,,,,,,,
South Africa,"Other revenue, Transactions",2021.0,0.714996717329442,,,,,,,,,,,,
"China, People's Republic of","Taxes on payroll and workforce, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Recurrent taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","General taxes on goods and services, Transactions",2021.0,2.881791853780856,,,,,,,,,,,,
"China, People's Republic of",Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.0072811440750995,,,,,,,,,,,,
